コード,銘柄名,市場・商品区分
5698,エンビプロ・ホールディングス,スタンダード（内国株式）
5699,イボキン,スタンダード（内国株式）
5702,大紀アルミニウム工業所,プライム（内国株式）
5703,日本軽金属ホールディングス,プライム（内国株式）
5704,ＪＭＣ,グロース（内国株式）
5706,三井金属,プライム（内国株式）
5707,東邦亜鉛,プライム（内国株式）
5711,三菱マテリアル,プライム（内国株式）
5713,住友金属鉱山,プライム（内国株式）
5714,ＤＯＷＡホールディングス,プライム（内国株式）
5715,古河機械金属,プライム（内国株式）
5721,エス・サイエンス,スタンダード（内国株式）
5724,アサカ理研,スタンダード（内国株式）
5726,大阪チタニウムテクノロジーズ,プライム（内国株式）
5727,東邦チタニウム,プライム（内国株式）
5729,日本精鉱,スタンダード（内国株式）
5741,ＵＡＣＪ,プライム（内国株式）
5742,エヌアイシ・オートテック,スタンダード（内国株式）
5753,日本伸銅,スタンダード（内国株式）
5757,ＣＫサンエツ,プライム（内国株式）
5801,古河電気工業,プライム（内国株式）
5802,住友電気工業,プライム（内国株式）
5803,フジクラ,プライム（内国株式）
5805,ＳＷＣＣ,プライム（内国株式）
5816,オーナンバ,スタンダード（内国株式）
5817,ＪＭＡＣＳ,スタンダード（内国株式）
5819,カナレ電気,スタンダード（内国株式）
5820,三ッ星,スタンダード（内国株式）
5821,平河ヒューテック,プライム（内国株式）
5830,いよぎんホールディングス,プライム（内国株式）
5831,しずおかフィナンシャルグループ,プライム（内国株式）
5832,ちゅうぎんフィナンシャルグループ,プライム（内国株式）
5834,ＳＢＩリーシングサービス,グロース（内国株式）
5838,楽天銀行,プライム（内国株式）
5840,日本総険,PRO Market
5842,インテグラル,グロース（内国株式）
5843,ニッポンインシュア,スタンダード（内国株式）
5844,京都フィナンシャルグループ,プライム（内国株式）
5845,全保連,スタンダード（内国株式）
5851,リョービ,プライム（内国株式）
5852,アーレスティ,プライム（内国株式）
5856,エルアイイーエイチ,スタンダード（内国株式）
5857,ＡＲＥホールディングス,プライム（内国株式）
5858,ＳＴＧ,グロース（内国株式）
5866,ＷｉｚＢｉｚ,PRO Market
5867,エスネットワークス,グロース（内国株式）
5868,ロココ,スタンダード（内国株式）
5869,早稲田学習研究会,スタンダード（内国株式）
5870,ナルネットコミュニケーションズ,グロース（内国株式）
5871,ＳＯＬＩＺＥ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）
5883,ＧＴホールディングス,PRO Market
5884,クラダシ,グロース（内国株式）
5885,ジーデップ・アドバンス,スタンダード（内国株式）
5886,ＯＯＫＡＢＥ　ＧＬＡＳＳ,PRO Market
5887,光響,PRO Market
5888,ＤＡＩＷＡ　ＣＹＣＬＥ,グロース（内国株式）
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,プライム（内国株式）
5890,オフィスバスターズ,PRO Market
5891,魁力屋,スタンダード（内国株式）
5892,ｙｕｔｏｒｉ,グロース（内国株式）
5893,ＲＡＶＩＰＡ,PRO Market
5900,ダイケン,スタンダード（内国株式）
5901,東洋製罐グループホールディングス,プライム（内国株式）
5902,ホッカンホールディングス,プライム（内国株式）
5903,シンポ,スタンダード（内国株式）
5905,日本製罐,スタンダード（内国株式）
5906,エムケー精工,スタンダード（内国株式）
5909,コロナ,スタンダード（内国株式）
5911,横河ブリッジホールディングス,プライム（内国株式）
5915,駒井ハルテック,スタンダード（内国株式）
5918,瀧上工業,スタンダード（内国株式）
5921,川岸工業,スタンダード（内国株式）
5922,那須電機鉄工,スタンダード（内国株式）
5923,高田機工,スタンダード（内国株式）
5928,アルメタックス,スタンダード（内国株式）
5929,三和ホールディングス,プライム（内国株式）
5930,文化シヤッター,プライム（内国株式）
5932,三協立山,プライム（内国株式）
5933,アルインコ,プライム（内国株式）
5936,東洋シヤッター,スタンダード（内国株式）
5938,ＬＩＸＩＬ,プライム（内国株式）
5939,大谷工業,スタンダード（内国株式）
5940,不二サッシ,スタンダード（内国株式）
5941,中西製作所,スタンダード（内国株式）
5942,日本フイルコン,スタンダード（内国株式）
5943,ノーリツ,プライム（内国株式）
5945,天龍製鋸,スタンダード（内国株式）
5946,長府製作所,プライム（内国株式）
5947,リンナイ,プライム（内国株式）
5949,ユニプレス,プライム（内国株式）
5950,日本パワーファスニング,スタンダード（内国株式）
5951,ダイニチ工業,スタンダード（内国株式）
5952,アマテイ,スタンダード（内国株式）
5955,ワイズホールディングス,スタンダード（内国株式）
5956,トーソー,スタンダード（内国株式）
5957,日東精工,プライム（内国株式）
5958,三洋工業,スタンダード（内国株式）
5959,岡部,プライム（内国株式）
5962,浅香工業,スタンダード（内国株式）
5965,フジマック,スタンダード（内国株式）
5966,京都機械工具,スタンダード（内国株式）
5967,ＴＯＮＥ,スタンダード（内国株式）
5969,ロブテックス,スタンダード（内国株式）
5970,ジーテクト,プライム（内国株式）
5971,共和工業所,スタンダード（内国株式）
5973,トーアミ,スタンダード（内国株式）
5974,中国工業,スタンダード（内国株式）
5975,東プレ,プライム（内国株式）
5976,高周波熱錬,プライム（内国株式）
5981,東京製綱,プライム（内国株式）
5982,マルゼン,スタンダード（内国株式）
5983,イワブチ,スタンダード（内国株式）
5984,兼房,スタンダード（内国株式）
5985,サンコール,スタンダード（内国株式）
5986,モリテック　スチール,スタンダード（内国株式）
5987,オーネックス,スタンダード（内国株式）
5988,パイオラックス,プライム（内国株式）
5989,エイチワン,プライム（内国株式）
5990,スーパーツール,スタンダード（内国株式）
5991,日本発條,プライム（内国株式）
5992,中央発條,スタンダード（内国株式）
5994,ファインシンター,スタンダード（内国株式）
5997,協立エアテック,スタンダード（内国株式）
5998,アドバネクス,スタンダード（内国株式）
6005,三浦工業,プライム（内国株式）
6013,タクマ,プライム（内国株式）
6016,ジャパンエンジンコーポレーション,スタンダード（内国株式）
6018,阪神内燃機工業,スタンダード（内国株式）
6022,赤阪鐵工所,スタンダード（内国株式）
6023,ダイハツインフィニアース,スタンダード（内国株式）
6027,弁護士ドットコム,プライム（内国株式）
6029,アトラグループ,スタンダード（内国株式）
6030,アドベンチャー,グロース（内国株式）
6031,ＺＥＴＡ,グロース（内国株式）
6033,エクストリーム,グロース（内国株式）
6034,ＭＲＴ,グロース（内国株式）
6035,アイ・アールジャパンホールディングス,プライム（内国株式）
6036,ＫｅｅＰｅｒ技研,プライム（内国株式）
6037,楽待,スタンダード（内国株式）
6038,イード,グロース（内国株式）
6039,日本動物高度医療センター,グロース（内国株式）
6040,日本スキー場開発,グロース（内国株式）
6042,ニッキ,スタンダード（内国株式）
6044,三機サービス,スタンダード（内国株式）
6045,レントラックス,グロース（内国株式）
6046,リンクバル,グロース（内国株式）
6047,Ｇｕｎｏｓｙ,プライム（内国株式）
6049,イトクロ,グロース（内国株式）
6050,イー・ガーディアン,プライム（内国株式）
6054,リブセンス,スタンダード（内国株式）
6055,ジャパンマテリアル,プライム（内国株式）
6058,ベクトル,プライム（内国株式）
6059,ウチヤマホールディングス,スタンダード（内国株式）
6061,ユニバーサル園芸社,スタンダード（内国株式）
6062,チャーム・ケア・コーポレーション,プライム（内国株式）
6063,日本エマージェンシーアシスタンス,スタンダード（内国株式）
6069,トレンダーズ,グロース（内国株式）
6070,キャリアリンク,プライム（内国株式）
6071,ＩＢＪ,プライム（内国株式）
6072,地盤ネットホールディングス,スタンダード（内国株式）
6073,アサンテ,プライム（内国株式）
6074,ジェイエスエス,スタンダード（内国株式）
6078,バリューＨＲ,プライム（内国株式）
6080,Ｍ＆Ａキャピタルパートナーズ,プライム（内国株式）
6081,アライドアーキテクツ,グロース（内国株式）
6082,ライドオンエクスプレスホールディングス,スタンダード（内国株式）
6083,ＥＲＩホールディングス,スタンダード（内国株式）
6085,アーキテクツ・スタジオ・ジャパン,グロース（内国株式）
6086,シンメンテホールディングス,グロース（内国株式）
6087,アビスト,スタンダード（内国株式）
